,state,city,cityPopulation,populationBySex,medianAge,zipCodes,medianIncome,costOfLiving
,Georgia,Macon-Georgia.html,"Population in 2013: 89,981 (99% urban, 1% rural). Population change since 2000: -7.5%
 

","Males: 40,174  (44.6%)Females: 49,807  (55.4%)",Median resident age:33.2 yearsGeorgia median age:36.8 years,"Zip codes: 31201, 31204, 31206, 31207, 31210, 31211, 31213, 31217.Macon Zip Code Map","Estimated median household income in 2017: $29,716 (it was $27,405 in 2000)
Macon:$29,716GA:$56,183
Estimated per capita income in 2017: $20,939 (it was $16,082 in 2000)
Macon city income, earnings, and wages data
Estimated median house or condo value in 2017: $96,532 (it was $68,000 in 2000)
Macon:$96,532GA:$173,700
Mean prices in 2017: all housing units: $146,118; detached houses: $147,451; townhouses or other attached units: $145,520; in 2-unit structures: $230,699; in 3-to-4-unit structures: $861,250; in 5-or-more-unit structures: $518,599; mobile homes: $11,951","March 2019 cost of living index in Macon: 88.1 (less than average, U.S. average is 100)"
,Georgia,Valley-Georgia.html,"Population in July 2007: 8,306.","Males: 4,088  (49.2%)Females: 4,218  (50.8%)",Median resident age:37.5 yearsGeorgia median age:33.4 years,Zip code: 30752,"Estimated median household income in 2017: $47,671 (it was $36,719 in 2000)
Valley:$47,671GA:$56,183
Estimated per capita income in 2017: $26,504 (it was $17,409 in 2000)
Valley CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $135,596 (it was $75,100 in 2000)
Valley:$135,596GA:$173,700","March 2019 cost of living index in Valley: 84.4 (less than average, U.S. average is 100)"
,Georgia,West-Dougherty-Georgia.html,"Population in July 2007: 59,317.","Males: 27,353  (46.1%)Females: 31,964  (53.9%)",Median resident age:35.5 yearsGeorgia median age:33.4 years,Zip code: 31707,"Estimated median household income in 2017: $41,282 (it was $32,988 in 2000)
West Dougherty:$41,282GA:$56,183
Estimated per capita income in 2017: $24,073 (it was $19,040 in 2000)
West Dougherty CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $114,385 (it was $78,400 in 2000)
West Dougherty:$114,385GA:$173,700
Mean prices in 2017: all housing units: $169,668; detached houses: $173,068; townhouses or other attached units: $145,796; in 2-unit structures: over $1,000,000; in 3-to-4-unit structures: $119,396; mobile homes: $47,054; occupied boats, rvs, vans, etc.: $28,297","March 2019 cost of living index in West Dougherty: 91.5 (less than average, U.S. average is 100)"
,Georgia,Grovetown-Georgia.html,"Population in 2017: 14,109 (100% urban, 0% rural). Population change since 2000: +131.7%","Males: 7,344  (52.1%)Females: 6,765  (47.9%)",Median resident age:29.9 yearsGeorgia median age:36.8 years,Zip codes: 30813.,"Estimated median household income in 2017: $59,577 (it was $33,382 in 2000)
Grovetown:$59,577GA:$56,183
Estimated per capita income in 2017: $21,299 (it was $13,256 in 2000)
Grovetown city income, earnings, and wages data
Estimated median house or condo value in 2017: $160,428 (it was $74,600 in 2000)
Grovetown:$160,428GA:$173,700
Mean prices in 2017: all housing units: $171,191; detached houses: $189,922; townhouses or other attached units: $104,814; mobile homes: $25,436","March 2019 cost of living index in Grovetown: 90.6 (less than average, U.S. average is 100)"
,Georgia,Rome-Georgia.html,"Population in 2017: 36,375 (98% urban, 2% rural). Population change since 2000: +4.0%
 

","Males: 16,613  (45.7%)Females: 19,762  (54.3%)",Median resident age:34.5 yearsGeorgia median age:36.8 years,"Zip codes: 30149, 30165.Rome Zip Code Map","Estimated median household income in 2017: $37,535 (it was $30,930 in 2000)
Rome:$37,535GA:$56,183
Estimated per capita income in 2017: $24,150 (it was $17,327 in 2000)
Rome city income, earnings, and wages data
Estimated median house or condo value in 2017: $150,995 (it was $86,600 in 2000)
Rome:$150,995GA:$173,700
Mean prices in 2017: all housing units: $201,484; detached houses: $204,863; townhouses or other attached units: $53,032; in 2-unit structures: over $1,000,000; in 5-or-more-unit structures: $44,955; mobile homes: $50,165","March 2019 cost of living index in Rome: 88.7 (less than average, U.S. average is 100)"
,Georgia,Stockbridge-Georgia.html,"Population in 2017: 29,114 (100% urban, 0% rural). Population change since 2000: +195.5%","Males: 12,991  (44.6%)Females: 16,123  (55.4%)",Median resident age:35.7 yearsGeorgia median age:36.8 years,Zip codes: 30281.,"Estimated median household income in 2017: $56,318 (it was $48,296 in 2000)
Stockbridge:$56,318GA:$56,183
Estimated per capita income in 2017: $25,815 (it was $21,380 in 2000)
Stockbridge city income, earnings, and wages data
Estimated median house or condo value in 2017: $165,001 (it was $101,800 in 2000)
Stockbridge:$165,001GA:$173,700","March 2019 cost of living index in Stockbridge: 95.3 (near average, U.S. average is 100)"
,Georgia,Snellville-Georgia.html,"Population in 2017: 19,738 (100% urban, 0% rural). Population change since 2000: +28.6%","Males: 9,293  (47.1%)Females: 10,445  (52.9%)",Median resident age:40.3 yearsGeorgia median age:36.8 years,"Zip codes: 30039, 30078.Snellville Zip Code Map","Estimated median household income in 2017: $72,343 (it was $67,715 in 2000)
Snellville:$72,343GA:$56,183
Estimated per capita income in 2017: $26,935 (it was $25,992 in 2000)
Snellville city income, earnings, and wages data
Estimated median house or condo value in 2017: $185,313 (it was $137,200 in 2000)
Snellville:$185,313GA:$173,700
Mean prices in 2017: all housing units: $244,700; detached houses: $248,673; townhouses or other attached units: $189,499; in 2-unit structures: $273,020; in 3-to-4-unit structures: $162,610; in 5-or-more-unit structures: $385,706; mobile homes: $59,319; occupied boats, rvs, vans, etc.: $22,168","March 2019 cost of living index in Snellville: 95.9 (near average, U.S. average is 100)"
,Georgia,Suwanee-Georgia.html,"Population in 2017: 19,549 (100% urban, 0% rural). Population change since 2000: +124.1%","Males: 9,232  (47.2%)Females: 10,317  (52.8%)",Median resident age:38.0 yearsGeorgia median age:36.8 years,Zip codes: 30024.,"Estimated median household income in 2017: $91,149 (it was $84,038 in 2000)
Suwanee:$91,149GA:$56,183
Estimated per capita income in 2017: $38,358 (it was $29,712 in 2000)
Suwanee city income, earnings, and wages data
Estimated median house or condo value in 2017: $324,417 (it was $208,800 in 2000)
Suwanee:$324,417GA:$173,700
Mean prices in 2017: all housing units: $320,538; detached houses: $323,734; townhouses or other attached units: $282,604","March 2019 cost of living index in Suwanee: 97.7 (near average, U.S. average is 100)"
,Georgia,Moultrie-Georgia.html,"Population in 2017: 14,160 (99% urban, 1% rural). Population change since 2000: -1.6%
 

","Males: 6,824  (48.2%)Females: 7,336  (51.8%)",Median resident age:35.0 yearsGeorgia median age:36.8 years,Zip codes: 31771.,"Estimated median household income in 2017: $25,636 (it was $22,193 in 2000)
Moultrie:$25,636GA:$56,183
Estimated per capita income in 2017: $17,506 (it was $13,657 in 2000)
Moultrie city income, earnings, and wages data
Estimated median house or condo value in 2017: $87,398 (it was $58,100 in 2000)
Moultrie:$87,398GA:$173,700","March 2019 cost of living index in Moultrie: 79.4 (low, U.S. average is 100)"
,Georgia,Northeast-Cobb-Georgia.html,"Population in July 2007: 169,756.","Males: 84,531  (49.8%)Females: 85,225  (50.2%)",Median resident age:36.8 yearsGeorgia median age:33.4 years,Zip code: 30062,"Estimated median household income in 2017: $107,350 (it was $82,710 in 2000)
Northeast Cobb:$107,350GA:$56,183
Estimated per capita income in 2017: $50,120 (it was $36,528 in 2000)
Northeast Cobb CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $322,732 (it was $184,400 in 2000)
Northeast Cobb:$322,732GA:$173,700
Mean prices in 2017: all housing units: $311,266; detached houses: $318,641; townhouses or other attached units: $221,701; in 2-unit structures: $712,620; in 3-to-4-unit structures: $124,181; in 5-or-more-unit structures: $311,587; mobile homes: $491,794","March 2019 cost of living index in Northeast Cobb: 102.4 (near average, U.S. average is 100)"
,Georgia,Kennesaw-Georgia.html,"Population in 2017: 34,344 (100% urban, 0% rural). Population change since 2000: +58.4%","Males: 16,290  (47.4%)Females: 18,054  (52.6%)",Median resident age:33.3 yearsGeorgia median age:36.8 years,Zip codes: 30144.,"Estimated median household income in 2017: $65,833 (it was $60,404 in 2000)
Kennesaw:$65,833GA:$56,183
Estimated per capita income in 2017: $32,578 (it was $24,757 in 2000)
Kennesaw city income, earnings, and wages data
Estimated median house or condo value in 2017: $188,902 (it was $129,000 in 2000)
Kennesaw:$188,902GA:$173,700
Mean prices in 2017: all housing units: $189,786; detached houses: $207,393; townhouses or other attached units: $156,584; in 3-to-4-unit structures: $120,611; in 5-or-more-unit structures: $128,932; mobile homes: $21,298","March 2019 cost of living index in Kennesaw: 96.1 (near average, U.S. average is 100)"
,Georgia,Covington-Georgia.html,"Population in 2017: 14,044 (99% urban, 1% rural). Population change since 2000: +21.6%
 

","Males: 6,735  (48.0%)Females: 7,309  (52.0%)",Median resident age:35.4 yearsGeorgia median age:36.8 years,"Zip codes: 30014, 30016, 30054.Covington Zip Code Map","Estimated median household income in 2017: $43,406 (it was $31,997 in 2000)
Covington:$43,406GA:$56,183
Estimated per capita income in 2017: $23,923 (it was $15,554 in 2000)
Covington city income, earnings, and wages data
Estimated median house or condo value in 2017: $154,522 (it was $81,900 in 2000)
Covington:$154,522GA:$173,700","March 2019 cost of living index in Covington: 94.9 (less than average, U.S. average is 100)"
,Georgia,Monroe-Georgia.html,"Population in 2017: 13,484 (92% urban, 8% rural). Population change since 2000: +18.2%
 

","Males: 6,320  (46.9%)Females: 7,164  (53.1%)",Median resident age:33.2 yearsGeorgia median age:36.8 years,Zip codes: 30655.,"Estimated median household income in 2017: $31,923 (it was $27,500 in 2000)
Monroe:$31,923GA:$56,183
Estimated per capita income in 2017: $16,549 (it was $14,823 in 2000)
Monroe city income, earnings, and wages data
Estimated median house or condo value in 2017: $137,035 (it was $79,700 in 2000)
Monroe:$137,035GA:$173,700","March 2019 cost of living index in Monroe: 95.0 (less than average, U.S. average is 100)"
,Georgia,Buford-Georgia.html,"Population in 2017: 14,868 (99% urban, 1% rural). Population change since 2000: +39.4%
 

","Males: 7,407  (49.8%)Females: 7,461  (50.2%)",Median resident age:36.6 yearsGeorgia median age:36.8 years,Zip codes: 30518.,"Estimated median household income in 2017: $52,113 (it was $38,733 in 2000)
Buford:$52,113GA:$56,183
Estimated per capita income in 2017: $25,232 (it was $18,308 in 2000)
Buford city income, earnings, and wages data
Estimated median house or condo value in 2017: $216,793 (it was $95,400 in 2000)
Buford:$216,793GA:$173,700
Mean prices in 2017: all housing units: $244,700; detached houses: $248,673; townhouses or other attached units: $189,499; in 2-unit structures: $273,020; in 3-to-4-unit structures: $162,610; in 5-or-more-unit structures: $385,706; mobile homes: $59,319; occupied boats, rvs, vans, etc.: $22,168","March 2019 cost of living index in Buford: 95.8 (near average, U.S. average is 100)"
,Georgia,Dunwoody-Georgia.html,"Population in 2017: 49,609 (100% urban, 0% rural). Population change since 2000: +51.2%","Males: 24,407  (49.2%)Females: 25,202  (50.8%)",Median resident age:37.2 yearsGeorgia median age:36.8 years,"Zip codes: 30338, 30346, 30350.Dunwoody Zip Code Map","Estimated median household income in 2017: $96,545 (it was $82,838 in 2000)
Dunwoody:$96,545GA:$56,183
Estimated per capita income in 2017: $52,712 (it was $43,523 in 2000)
Dunwoody CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $452,275 (it was $273,700 in 2000)
Dunwoody:$452,275GA:$173,700
Mean prices in 2017: all housing units: $458,167; detached houses: $496,262; townhouses or other attached units: $313,594; in 3-to-4-unit structures: $124,629; in 5-or-more-unit structures: $230,522","March 2019 cost of living index in Dunwoody: 98.9 (near average, U.S. average is 100)"
,Georgia,Fayetteville-Georgia.html,"Population in 2017: 17,802 (100% urban, 0% rural). Population change since 2000: +59.7%","Males: 8,182  (46.0%)Females: 9,620  (54.0%)",Median resident age:41.4 yearsGeorgia median age:36.8 years,"Zip codes: 30214, 30215.Fayetteville Zip Code Map","Estimated median household income in 2017: $71,250 (it was $55,208 in 2000)
Fayetteville:$71,250GA:$56,183
Estimated per capita income in 2017: $33,596 (it was $26,551 in 2000)
Fayetteville city income, earnings, and wages data
Estimated median house or condo value in 2017: $226,305 (it was $141,300 in 2000)
Fayetteville:$226,305GA:$173,700
Mean prices in 2017: all housing units: $242,478; detached houses: $251,642; townhouses or other attached units: $262,151; in 3-to-4-unit structures: $456,446; in 5-or-more-unit structures: $104,721; mobile homes: $51,647","March 2019 cost of living index in Fayetteville: 95.7 (near average, U.S. average is 100)"
,Georgia,Tucker-Georgia.html,"Population in 2010: 27,581. Population change since 2000: +4.0%","Males: 13,547  (49.1%)Females: 14,034  (50.9%)",Median resident age:43.5 yearsGeorgia median age:36.8 years,Zip codes: 30084.,"Estimated median household income in 2017: $69,231 (it was $59,953 in 2000)
Tucker:$69,231GA:$56,183
Estimated per capita income in 2017: $39,026 (it was $28,318 in 2000)
Tucker CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $249,069 (it was $156,900 in 2000)
Tucker:$249,069GA:$173,700
Mean prices in 2017: all housing units: $295,443; detached houses: $303,443; townhouses or other attached units: $211,596; in 3-to-4-unit structures: $124,442; in 5-or-more-unit structures: $210,114","March 2019 cost of living index in Tucker: 95.9 (near average, U.S. average is 100)"
,Georgia,Roswell-Georgia.html,"Population in 2017: 94,786 (100% urban, 0% rural). Population change since 2000: +19.5%
 

","Males: 45,318  (47.8%)Females: 49,468  (52.2%)",Median resident age:38.5 yearsGeorgia median age:36.8 years,Zip codes: 30075.,"Estimated median household income in 2017: $82,743 (it was $71,726 in 2000)
Roswell:$82,743GA:$56,183
Estimated per capita income in 2017: $45,928 (it was $36,012 in 2000)
Roswell city income, earnings, and wages data
Estimated median house or condo value in 2017: $367,900 (it was $204,700 in 2000)
Roswell:$367,900GA:$173,700
Mean prices in 2017: all housing units: $397,843; detached houses: $428,659; townhouses or other attached units: $280,224; in 3-to-4-unit structures: $137,412; in 5-or-more-unit structures: $234,431; mobile homes: $50,353","March 2019 cost of living index in Roswell: 97.6 (near average, U.S. average is 100)"
,Georgia,Stone-Mountain-Georgia.html,"Population in 2017: 6,368 (100% urban, 0% rural). Population change since 2000: -10.9%","Males: 2,900  (45.6%)Females: 3,468  (54.4%)",Median resident age:39.2 yearsGeorgia median age:36.8 years,Zip codes: 30083.,"Estimated median household income in 2017: $42,788 (it was $38,603 in 2000)
Stone Mountain:$42,788GA:$56,183
Estimated per capita income in 2017: $22,231 (it was $16,130 in 2000)
Stone Mountain city income, earnings, and wages data
Estimated median house or condo value in 2017: $102,057 (it was $94,100 in 2000)
Stone Mountain:$102,057GA:$173,700
Mean prices in 2017: all housing units: $112,173; detached houses: $116,532; townhouses or other attached units: $83,764; in 5-or-more-unit structures: $59,384","March 2019 cost of living index in Stone Mountain: 94.6 (less than average, U.S. average is 100)"
